state,date,year,office,district,party,votes
PA,2014-05-20,2014,U.S. House,3,REP,0
PA,2014-05-20,2014,U.S. House,4,DEM,0
PA,2014-05-20,2014,U.S. House,4,REP,0
PA,2014-05-20,2014,U.S. House,5,DEM,33050
PA,2014-05-20,2014,U.S. House,5,REP,0
PA,2014-05-20,2014,U.S. House,6,DEM,0
PA,2014-05-20,2014,U.S. House,6,REP,0
PA,2014-05-20,2014,U.S. House,7,DEM,0
PA,2014-05-20,2014,U.S. House,7,REP,0
PA,2014-05-20,2014,U.S. House,8,DEM,36038
PA,2014-05-20,2014,U.S. House,8,REP,0
PA,2014-05-20,2014,U.S. House,9,DEM,0
PA,2014-05-20,2014,U.S. House,9,REP,45669
PA,2014-05-20,2014,U.S. House,10,DEM,0
PA,2014-05-20,2014,U.S. House,10,REP,0
PA,2014-05-20,2014,U.S. House,11,DEM,0
PA,2014-05-20,2014,U.S. House,11,REP,0
PA,2014-05-20,2014,U.S. House,12,DEM,48246
PA,2014-05-20,2014,U.S. House,12,REP,0
PA,2014-05-20,2014,U.S. House,13,DEM,60431
PA,2014-05-20,2014,U.S. House,13,REP,15371
PA,2014-05-20,2014,U.S. House,14,DEM,67540
PA,2014-05-20,2014,U.S. House,15,REP,0
PA,2014-05-20,2014,U.S. House,16,DEM,22554
PA,2014-05-20,2014,U.S. House,16,REP,0
PA,2014-05-20,2014,U.S. House,17,DEM,0
PA,2014-05-20,2014,U.S. House,17,REP,20588
PA,2014-05-20,2014,U.S. House,18,REP,0
RI,2014-09-09,2014,U.S. House,1,DEM,57855
RI,2014-09-09,2014,U.S. House,1,REP,8686
RI,2014-09-09,2014,U.S. House,2,DEM,0
RI,2014-09-09,2014,U.S. House,2,REP,0
SC,2014-06-10,2014,U.S. House,1,REP,0
SC,2014-06-10,2014,U.S. House,2,DEM,12297
SC,2014-06-10,2014,U.S. House,2,REP,53346
SC,2014-06-10,2014,U.S. House,3,DEM,7475
SC,2014-06-10,2014,U.S. House,3,REP,0
SC,2014-06-10,2014,U.S. House,4,REP,0
SC,2014-06-10,2014,U.S. House,5,DEM,0
SC,2014-06-10,2014,U.S. House,5,REP,0
SC,2014-06-10,2014,U.S. House,6,DEM,43270
SC,2014-06-10,2014,U.S. House,6,REP,15575
SC,2014-06-10,2014,U.S. House,7,DEM,0
SC,2014-06-10,2014,U.S. House,7,REP,0
SD,2014-06-03,2014,U.S. House,1,DEM,0
SD,2014-06-03,2014,U.S. House,1,REP,0
TN,2014-08-07,2014,U.S. House,1,REP,87011
TN,2014-08-07,2014,U.S. House,2,DEM,0
TN,2014-08-07,2014,U.S. House,2,REP,83379
TN,2014-08-07,2014,U.S. House,3,DEM,0
TN,2014-08-07,2014,U.S. House,3,REP,90573
TN,2014-08-07,2014,U.S. House,4,DEM,0
TN,2014-08-07,2014,U.S. House,4,REP,77492
TN,2014-08-07,2014,U.S. House,5,DEM,0
TN,2014-08-07,2014,U.S. House,5,REP,30084
TN,2014-08-07,2014,U.S. House,6,DEM,0
TN,2014-08-07,2014,U.S. House,6,REP,88541
TN,2014-08-07,2014,U.S. House,7,DEM,25011
TN,2014-08-07,2014,U.S. House,7,REP,77168
TN,2014-08-07,2014,U.S. House,8,DEM,27061
TN,2014-08-07,2014,U.S. House,8,REP,86621
TN,2014-08-07,2014,U.S. House,9,DEM,68549
TN,2014-08-07,2014,U.S. House,9,REP,0
TX,2014-03-04,2014,U.S. House,1,DEM,0
TX,2014-03-04,2014,U.S. House,1,REP,0
TX,2014-03-04,2014,U.S. House,2,DEM,0
TX,2014-03-04,2014,U.S. House,2,REP,0
TX,2014-03-04,2014,U.S. House,3,REP,38437
TX,2014-03-04,2014,U.S. House,4,REP,65642
TX,2014-03-04,2014,U.S. House,5,REP,0
TX,2014-03-04,2014,U.S. House,6,DEM,0
TX,2014-03-04,2014,U.S. House,6,REP,44839
TX,2014-03-04,2014,U.S. House,7,DEM,6581
TX,2014-03-04,2014,U.S. House,7,REP,0
TX,2014-03-04,2014,U.S. House,8,REP,61057
TX,2014-03-04,2014,U.S. House,9,DEM,0
TX,2014-03-04,2014,U.S. House,10,DEM,0
TX,2014-03-04,2014,U.S. House,10,REP,0
TX,2014-03-04,2014,U.S. House,11,REP,72086
TX,2014-03-04,2014,U.S. House,12,DEM,0
TX,2014-03-04,2014,U.S. House,12,REP,0
TX,2014-03-04,2014,U.S. House,13,DEM,0
TX,2014-03-04,2014,U.S. House,13,REP,66395
TX,2014-03-04,2014,U.S. House,14,DEM,14321
TX,2014-03-04,2014,U.S. House,14,REP,0
TX,2014-03-04,2014,U.S. House,15,DEM,0
TX,2014-03-04,2014,U.S. House,15,REP,14169
TX,2014-03-04,2014,U.S. House,16,DEM,0
TX,2014-03-04,2014,U.S. House,16,REP,0
TX,2014-03-04,2014,U.S. House,17,DEM,0
TX,2014-03-04,2014,U.S. House,17,REP,0
TX,2014-03-04,2014,U.S. House,18,DEM,0
TX,2014-03-04,2014,U.S. House,18,REP,0
TX,2014-03-04,2014,U.S. House,19,DEM,0
TX,2014-03-04,2014,U.S. House,19,REP,61493
TX,2014-03-04,2014,U.S. House,20,DEM,0
TX,2014-03-04,2014,U.S. House,21,REP,66630
TX,2014-03-04,2014,U.S. House,22,DEM,6344
TX,2014-03-04,2014,U.S. House,22,REP,0
TX,2014-03-04,2014,U.S. House,23,DEM,0
TX,2014-03-04,2014,U.S. House,23,REP,25333
TX,2014-03-04,2014,U.S. House,24,DEM,0
TX,2014-03-04,2014,U.S. House,24,REP,0
TX,2014-03-04,2014,U.S. House,25,DEM,15064
TX,2014-03-04,2014,U.S. House,25,REP,0
TX,2014-03-04,2014,U.S. House,26,REP,40829
TX,2014-03-04,2014,U.S. House,27,DEM,0
TX,2014-03-04,2014,U.S. House,27,REP,0
TX,2014-03-04,2014,U.S. House,28,DEM,0
TX,2014-03-04,2014,U.S. House,29,DEM,0
TX,2014-03-04,2014,U.S. House,30,DEM,33873
TX,2014-03-04,2014,U.S. House,31,DEM,0
TX,2014-03-04,2014,U.S. House,31,REP,0
TX,2014-03-04,2014,U.S. House,32,DEM,0
TX,2014-03-04,2014,U.S. House,32,REP,45514
TX,2014-03-04,2014,U.S. House,33,DEM,18082
TX,2014-03-04,2014,U.S. House,34,DEM,0
TX,2014-03-04,2014,U.S. House,34,REP,0
TX,2014-03-04,2014,U.S. House,35,DEM,0
TX,2014-03-04,2014,U.S. House,35,REP,0
TX,2014-03-04,2014,U.S. House,36,DEM,0
TX,2014-03-04,2014,U.S. House,36,REP,51458
UT,2014-06-24,2014,U.S. House,1,DEM,0
UT,2014-06-24,2014,U.S. House,1,REP,0
UT,2014-06-24,2014,U.S. House,2,DEM,0
UT,2014-06-24,2014,U.S. House,2,REP,0
UT,2014-06-24,2014,U.S. House,3,DEM,0
UT,2014-06-24,2014,U.S. House,3,REP,0
UT,2014-06-24,2014,U.S. House,4,DEM,0
UT,2014-06-24,2014,U.S. House,4,REP,0
VA,2014-06-10,2014,U.S. House,1,REP,17542
VA,2014-06-10,2014,U.S. House,7,REP,65008
VA,2014-06-10,2014,U.S. House,8,DEM,38855
VT,2014-08-26,2014,U.S. House,1,DEM,0
VT,2014-08-26,2014,U.S. House,1,REP,12163
WI,2014-08-12,2014,U.S. House,1,DEM,32915
WI,2014-08-12,2014,U.S. House,1,REP,43242
WI,2014-08-12,2014,U.S. House,2,DEM,0
WI,2014-08-12,2014,U.S. House,2,REP,0
WI,2014-08-12,2014,U.S. House,3,DEM,0
WI,2014-08-12,2014,U.S. House,3,REP,23856
WI,2014-08-12,2014,U.S. House,4,DEM,73614
WI,2014-08-12,2014,U.S. House,4,REP,4237
WI,2014-08-12,2014,U.S. House,5,DEM,0
WI,2014-08-12,2014,U.S. House,5,REP,0
WI,2014-08-12,2014,U.S. House,6,DEM,0
WI,2014-08-12,2014,U.S. House,6,REP,64251
WI,2014-08-12,2014,U.S. House,7,DEM,23590
WI,2014-08-12,2014,U.S. House,7,REP,29636
WI,2014-08-12,2014,U.S. House,8,DEM,0
WI,2014-08-12,2014,U.S. House,8,REP,0
WV,2014-05-13,2014,U.S. House,1,DEM,0
WV,2014-05-13,2014,U.S. House,1,REP,0
WV,2014-05-13,2014,U.S. House,2,DEM,35505
WV,2014-05-13,2014,U.S. House,2,REP,35008
WV,2014-05-13,2014,U.S. House,3,DEM,55454
WV,2014-05-13,2014,U.S. House,3,REP,0
WY,2014-08-19,2014,U.S. House,1,DEM,0
WY,2014-08-19,2014,U.S. House,1,REP,93172
